Place,Latitude,Longitude
Saraburi,14.6240563,100.8601022
North Thailand,16.61980835,98.60671502604961
San-speaking,51.50779835,-0.14677415167540106
Pagan,21.1317111,94.8623644
Unruly,3.6115775,31.1404367
Huns,-27.383320539189583,17.22733544263494
Boca Raton,26.3586885,-80.0830984
Karen village,-1.3309744000000001,36.68070035357033
Turton,45.049688,-98.095646
East Java,-7.6977397,112.4914199
Hardy,39.0040008,-78.8441276
Cambodia,12.5433216,104.8144914
Intha,43.416674,-1.470446
Sumatra,-0.14329415,101.62410241439257
Prehistory,22.7597066,121.0917381234238
Kingdom,54.7023545,-3.2765753
Kengtung.22,21.2918037,99.6028652
Yangzi,31.292095,112.632429
Australia,-24.7761086,134.755
foci,45.896638,10.8319411
A.D.,45.53717185,12.171355904971868
N.J.,40.0757384,-74.4041622
Dulong,-26.642505999999997,152.8954534437026
Prussia-Brandenburg,52.02248005,13.103930826472185
rian,8.622652569760472,98.23365288380698
Italy,42.6384261,12.674297
Appalachia,36.9034309,-82.7853107
Ireland,52.865196,-7.9794599
Bellwood,41.8814197,-87.883117
1608–14,56.2900497,23.3729364469307
Republics,37.0696077,27.4612402
Ill.,40.0796606,-89.4337288
Longfellow,44.9412132,-93.2192997
Ta-ang,13.6751621,106.9322302
Madagascar,-18.9249604,46.4416422
Nineteenth,50.813878599999995,7.104919200000003
Mekong,20.0566065,101.9933152
Ayutthaya,14.3189468,100.5111681
"North 
Carolina",35.6729639,-79.0392919
Magnus,-29.5535612,-49.8903859
Qajar Iran,34.7591,46.1717
Ukraine,49.4871968,31.2718321
Walnut Creek,37.9020731,-122.0618702
Egypt,26.2540493,29.2675469
Tay Son,13.9108292,108.9215469
folkloric,25.28483945,51.54664240711868
Tanya,18.59782615,73.77324225344292
Hamden,41.3959302,-72.8968574
Theory,33.6431742,-117.8555328
Tilly,49.1454611,1.5298369
People’s Republic,28.0000272,2.9999825
Punan,3.4,116.266668
Tarling,-43.4645342,171.89579664618864
Bhamo,24.2585793,97.2283893
Pyu,14.1930584,-85.3795568
Taiwan,23.5983227,120.83537694479215
Helen,34.7009043,-83.7294546
Belarus,53.4250605,27.6971358
the Highlands of,42.0395474,-70.0605799
Tavoy,14.0797232,98.1990191
division.87,42.987712,-84.141355
Zomia,3.6483939,17.9811121
Mataram,-8.5837726,116.10685
Philippines,12.7503486,122.7312101
Prome,18.91393295,95.27466073152578
Marc,45.0743282,7.6147978
New Orleans,29.9759983,-90.0782127
Sutton,30.51216325,-100.53841807826248
Pakistan,30.3308401,71.247499
the Socialist Republic of Vietnam,21.015056,105.777778
Dimasa,19.2757365,-99.6702706
Lhasa,29.6542054,91.1173015
Ann Arbor,42.2813722,-83.7484616
Tai kingdom,14.8971921,100.83273
Michaud,45.8978817,3.4765998
Ehrhardt,33.0968264,-81.0142681
Illanu,43.2167966,-5.9939629
Tais,44.0101,2.11911
Kunming,25.0363006,102.7086139
Cuzco,-13.51695415,-71.97927120704406
Defoe,38.3409024,-85.0543975
Assam,26.4073841,93.2551303
Ming,30.1177913,79.39933
Upland,59.9478778,18.062264738791697
Yunnan,25.0,102.0
Corinth,34.9343599,-88.5223353
Jambi,-1.6394711,102.94542640112506
McKinnon,-37.911485400000004,145.03808983787522
Young,33.1508315,-98.6962766
Myanmar,17.1750495,95.9999652
negeri,-5.4419353,145.519654
"New 
Guinea",-5.5226203,142.08711943819077
10–11,-31.36203665,-64.29711615779121
Local,38.373665,-90.6229046
Upstream,37.7902213,-121.3119638
Ethnography,21.4733923,39.20634905617119
Maurice,-20.2759451,57.5703566
Washington,38.8950368,-77.0365427
Shanghai,31.2312707,121.4700152
Ann Arbor:,42.2813722,-83.7484616
anomaly,48.8508102,2.3499577
Society,24.9670243,67.1219726
London,51.4893335,-0.14405508452768728
Hannan,34.3595067,135.2398397
Songlines,59.293956,18.0523387
Leiden,52.1594747,4.4908843
Mon,50.4549568,3.951958
Shan,46.3268916,6.2674591
Cuba,23.0131338,-80.8328748
Les,42.911215299999995,0.7001009619092323
Rangoon,16.7967129,96.1609916
Canada,61.0666922,-107.991707
Peninsular Malaysia,5.4274232,100.3835198
Mikael,48.1920957,-3.3422646
